name,ジャンル,その他ジャンル,都道府県,住所,建物名フロア数,電話番号,最寄り駅,Googleマップ,ウェブサイト,イートイン,テイクアウト,デリバリー,通販,クラファン・チケット,オンライン料理教室,期限付酒類小売業免許,Twitter,Facebook,Instagram,公式LINE,混雑状況アプリ,位置情報(緯度経度),定休日,営業時間,イートインメニュー,非接触決済,クレジットカード,個室,室内の完全禁煙,バリアフリー,席数,営業時間(テイクアウト),テイクアウトメニュー,事前注文URL,サービス名,サービスのURL,サービス名２,サービスのURL２,詳細,出前のURL,通販サイト,通販サイト2,通販メニュー,サイト名,タイトル,サービスURL,終了日,サイト名,料理教室の内容,オンラインのURL,提供元
メリメロ,フレンチ,,東京都,東京都千代田区飯田橋4-5-4CUBE飯田橋101,,0332633239,飯田橋駅,https://goo.gl/maps/Laafc595wy86juWV7,,true,true,,false,false,,,,https://www.facebook.com/pg/melimelo20031107/,meli melo_iidabashi,,,"35.700143, 139.74747",,,,,,,,,,,オードブル盛り合わせ（パテ、生ハム、ソーセージ、レバームース、野菜ピクルス、サラダ、パン、チーズ）1600円〜、トリッパ煮700円、クスクス1300円〜、ブランダード700円、鮮魚マリネ700円〜、本日のお魚料理800円ー、本日のお肉料理800円〜、堀口コーヒー200円、自家製天然酵母パン200円〜、本日のデザート300円〜,,,,,,,,,,,,,,,,,,
麺屋づかちゃん,ラーメン・つけ麺,ラーメン,神奈川県,神奈川県横浜市磯子区杉田4-2-17,,000000,杉田,"https://maps.google.com/maps?ll=35.384055,139.620165&z=14&t=m&hl=ja&gl=US&mapclient=embed&q=%E3%80%92235-0033%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E6%A8%AA%E6%B5%9C%E5%B8%82%E7%A3%AF%E5%AD%90%E5%8C%BA%E6%9D%89%E7%94%B0%EF%BC%94%E4%B8%81%E7%9B%AE%EF%BC%92%E2%88%92%EF%BC%91%EF%BC%97",,true,true,,false,false,,,,,,,,"35.384055,139.620165",,,,,,,,,,,,,,,,,,,https://www.takumen.com/products/1141,,,,,,,,,,
九段プレジール,フレンチ,フレンチ・ビストロ,東京都,東京都千代田区九段南3-6-9,,0332658285,九段下駅,https://goo.gl/maps/JDfJjtc6iP77fBaV7,https://le-plaisir.net/,true,〇,,true,false,,,https://twitter.com/_le_plaisir,,,,,"35.692663, 139.743607",,,,,,,,,,,"自家製ソーセージ１本400円 テリーヌ１切800円 キッシュ1ホール3,500円 自家製パン 1個120円",,,,,,,,,,,,,,,,,,
Gli Scampi,イタリアン,,東京都,東京都新宿区神楽坂2-20-1-102,,0332676558,飯田橋駅,https://goo.gl/maps/nzRXwPs39yuodAsx5,,true,true,,✖,false,,,,https://www.instagram.com/kagurazaka_gliscampi/,,,,"35.700124, 139.740648",,,,,,,,,,,"■スープ/¥650 
・季節野菜のスープ
・冷製ファジョーリ（豆のスープ）

■前菜/¥650
・""石川県能登""高農園の春サラダ
・サルデインサオール（イワシのヴェネツィア風南蛮漬け）
・バッカラマンテカート（干し鱈のリエット）ポレンタ添え
・フリッタータ（季節野菜を入れたイタリア風オムレツ）

■パスタ&リゾット/¥1000
・ボンゴレビアンコ
・インサルサ　玉ねぎとアンチョビのソース
・パスタorリゾット　〜海老出汁、能登野菜、トマトのソース〜

■〜ご家族や3,4名様用〜
¥2000/2人前
・前菜④種盛り合わせ
・「生ハム」盛り合わせ
・能登野菜のグリル
",,,,,,,,,,,,,,,,,,
俺の生きる道 白山店（旧夢を語れ東京）,ラーメン・つけ麺,ラーメン,東京都,東京都文京区白山５丁目３６−１４,,000000,白山,"https://maps.google.com/maps?ll=35.720219,139.751462&z=14&t=m&hl=ja&gl=US&mapclient=embed&q=%E3%80%92112-0001%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%87%E4%BA%AC%E5%8C%BA%E7%99%BD%E5%B1%B1%EF%BC%95%E4%B8%81%E7%9B%AE%EF%BC%93%EF%BC%96%E2%88%92%EF%BC%91%EF%BC%94",,true,true,,false,false,,,,,,,,"35.720219,139.751462",,,,,,,,,,,,,,,,,,,https://www.takumen.com/products/1267,,,,,,,,,,
あさだ,和食,,東京都,東京都新宿区神楽坂3-2-16ベスト神楽坂ビル4階,,0332691120,飯田橋駅,https://goo.gl/maps/6GY4SjbpQ584fsxb8,,true,true,,false,false,,,,,https://instagram.com/asada_japanese_restaurant?igshid=1gugzaao7kag2,,,"35.701301, 139.74082",,,,,,,,,,,特別弁当　価格　応相談,,,,,,,,,,,,,,,,,,
京都銀閣寺ますたにラーメン,ラーメン・つけ麺,ラーメン,東京都,東京都中央区日本橋1-6-7関谷ビル1F,,0332728548,日本橋,"https://maps.google.com/maps?ll=35.682658,139.775372&z=14&t=m&hl=ja&gl=US&mapclient=embed&q=%E3%81%AC%E3%81%BE%E3%81%9F%E3%83%93%E3%83%AB%201F%20%E3%80%92103-0027%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E4%B8%AD%E5%A4%AE%E5%8C%BA%E6%97%A5%E6%9C%AC%E6%A9%8B%EF%BC%91%E4%B8%81%E7%9B%AE%EF%BC%96%E2%88%92%EF%BC%97",,true,true,,false,false,,,,,,,,"35.682658,139.775372",,,,,,,,,,,,,,,,,,,https://www.takumen.com/products/850,,,,,,,,,,
First Fruits Coffee,喫茶店・カフェ,,東京都,東京都港区白金1-25-29,,0332773370,白金高輪,https://goo.gl/maps/NRc8ZFrGHYdJ353f9,http://first-fruits-japan.com/,true,〇,,✖,false,,,,,,,,"35.644163, 139.73154",,,,,,,,,,,コーンフリッター1250円,,,,,,,,,,,,,,,,,,
一品飯店,中華料理,,東京都,東京都港区白金1-25-31,,0332801233,白金高輪,https://goo.gl/maps/hSA7omjhzrreyrJ76,https://www.shirokane-shotengai.jp/%E5%BA%97%E8%88%97%E4%B8%80%E8%A6%A7/%E4%B8%80%E5%93%81%E9%A3%AF%E5%BA%97/,true,true,,false,✖,,,,,,,,"35.644441, 139.731618",,,,,,,,,,,ワンコインお惣菜（日替り）500円,,,,,,,,,,,,,,,,,,
ヤザワミート,焼肉,,東京都,東京都港区白金3丁目1-1-1第一麻布ビル,,0332801729,白金高輪,https://goo.gl/maps/iFBq66k7iLA8rEsi8,http://kuroge-wagyu.com/,true,true,,✖,false,,,,,,,,"35.646982, 139.731343",,,,,,,,,,,肩ロースすき焼き用100g1200円,,,,,,,,,,,,,,,,,,
まつおぶし,ラーメン・つけ麺,ラーメン,東京都,東京都板橋区弥生町36-7,,000000,中板橋,"https://maps.google.com/maps?ll=35.755792,139.696279&z=16&t=m&hl=ja&gl=US&mapclient=embed&q=%E3%80%92173-0021%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%9D%BF%E6%A9%8B%E5%8C%BA%E5%BC%A5%E7%94%9F%E7%94%BA%EF%BC%93%EF%BC%96%E2%88%92%EF%BC%97",,true,true,,false,false,,,,,,,,"35.755792,139.696279",,,,,,,,,,,,,,,,,,,https://www.takumen.com/products/1264,,,,,,,,,,
ファイヤーマウンテンCK,ラーメン・つけ麺,つけ麺,東京都,東京都葛飾区亀有5-5-8,,000000,亀有,"https://maps.google.com/maps?ll=35.767149,139.843476&z=14&t=m&hl=ja&gl=US&mapclient=embed&q=%E3%80%92125-0061%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E8%91%9B%E9%A3%BE%E5%8C%BA%E4%BA%80%E6%9C%89%EF%BC%95%E4%B8%81%E7%9B%AE%EF%BC%95%E2%88%92%EF%BC%98",,✖,✖,,true,✖,,,,,,,,"35.767149,139.843476",,,,,,,,,,,,,,,,,,,https://www.takumen.com/products/939,,,,,,,,,,
神田 いるさ,その他,和食,東京都,東京都千代田区神田小川町3-14-3イルサ1階,,0332943212,神保町駅,https://goo.gl/maps/NGiXKUSEVFxNKxoL6,http://www.ilusa.jp/,true,true,,false,false,,,https://mobile.twitter.com/kanda_ilusa,,,,,"35.696655, 139.760697",,,,,,,,,,,いるさのお弁当(1600円)  いるさ風和牛すき焼き丼(950円)  いるさ5お惣菜セット(2人前2500円),,,,,,,,,,,,,,,,,,
バー・テンダリー,バー,,東京都,東京都大田区大森北1-33-11,,0332982155,,https://goo.gl/maps/6f6pU6DfK8AbVwuK9,,true,true,,false,false,,,,,,,,"35.585255,139.726672",,,,,,,,,,,,,,,,,,,,,,MotionGallery,"大森『BAR TENDERY』を #応援させて！
なんとかコロナ禍を乗り越えて欲しい！",https://motion-gallery.net/projects/ouensasete_tenderly,2020/05/29,,,,
イタリア料理　ゴローゾテツ,イタリアン,,東京都,東京都杉並区西荻北3-31-6-103,,0333018599,西荻窪駅,https://g.page/golotetsu?share,,true,true,,false,false,,,https://twitter.com/golomegu,,,,,"35.70573, 139.600499",,,,,,,,,,,"その日のおすすめ10品ほど
500円〜
前菜、パスタ、メイン料理",,,,,,,,,,,,,,,,,,
サラムナマステ,カレー,,東京都,東京都杉並区梅里2-9-10,,0333111132,新高円寺駅,https://goo.gl/maps/LpZjHVJr7yJjf1fR9,https://tabelog.com/tokyo/A1319/A131904/13025675/,true,true,,false,false,,,https://twitter.com/salamnamaste01,,,,,"35.697338, 139.645987",,,,,,,,,,,カレー弁当750円～950円　プレーンナン200円　チーズナン490円　タンドリーチキン（1個）280円　野菜ビリヤニ1200円　チキンビリヤニ1200円　マトンビリヤニ1400円　フィッシュビリヤニ1500円,,,,,,,,,,,,,,,,,,
鮨肴 一会,寿司,,東京都,東京都杉並区高円寺南3-48-6,,0333113366,,https://g.page/ichie-kouenji?share,,true,true,,false,false,,,,,https://www.instagram.com/p/B-ex9rBgXoo/?igshid=8wn3sn14rtpg,,,"35.7037491,139.6467156",,,,,,,,,,,,,,,,,,,,,,CAMPFIRE,【江戸前寿司】江戸前の仕事を守り続けたい,https://camp-fire.jp/projects/view/266525,2020/06/10,,,,
豚骨味噌ラーメンじゃぐら高円寺店,ラーメン・つけ麺,ラーメン,東京都,東京都杉並区高円寺南2-21-7,,0333131253,新高円寺,"https://maps.google.com/maps?ll=35.700593,139.647575&z=14&t=m&hl=ja&gl=US&mapclient=embed&q=%E3%80%92166-0003%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%9D%89%E4%B8%A6%E5%8C%BA%E9%AB%98%E5%86%86%E5%AF%BA%E5%8D%97%EF%BC%92%E4%B8%81%E7%9B%AE%EF%BC%92%EF%BC%91%E2%88%92%EF%BC%97",,true,true,,false,false,,,,,,,,"35.700593,139.647575",,,,,,,,,,,,,,,,,,,https://www.takumen.com/products/941,,,,,,,,,,
なると,ビールバー,,東京都,東京都杉並区阿佐谷南2-20-6,,0333136150,阿佐ヶ谷駅,https://maps.app.goo.gl/NEMLZKozBLGtGdok7,,true,true,,✖,false,,,https://twitter.com/asagaya_naruto?s=09,,https://instagram.com/asagaya_naruto_ono?igshid=15w5ku6hj6ueh,,,"35.704867, 139.63881",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
麺屋桐龍,ラーメン・つけ麺,ラーメン,埼玉県,埼玉県川口市戸塚3-36-18,,000000,東川口,"https://maps.google.com/maps?ll=35.867542,139.752403&z=14&t=m&hl=ja&gl=US&mapclient=embed&q=%E3%80%92333-0811%20%E5%9F%BC%E7%8E%89%E7%9C%8C%E5%B7%9D%E5%8F%A3%E5%B8%82%E6%88%B8%E5%A1%9A%EF%BC%93%E4%B8%81%E7%9B%AE%EF%BC%93%EF%BC%96%E2%88%92%EF%BC%91%EF%BC%98",,true,true,,false,false,,,,,,,,"35.867542,139.752403",,,,,,,,,,,,,,,,,,,https://www.takumen.com/products/378,,,,,,,,,,
高味園,中華料理,,東京都,東京都杉並区梅里2-9-9日比谷ビル101,,0333164658,新高円寺駅,https://goo.gl/maps/XDMu9iP4yzyzUGMFA,https://tabelog.com/tokyo/A1319/A131904/13011724/,true,true,,false,false,,,,,,,,"35.697491, 139.645812",,,,,,,,,,,麻婆豆腐750円　枝豆とエビ炒め850円　自家製焼き餃子5個500円　にんにくの芽と牛肉炒め880円　腸詰炒飯1050円　健康癒し漢方スープ550円　台湾風冷静とり肉700円,,,,,,,,,,,,,,,,,,
PIZZERIA no-no CHERCHIO,居酒屋・ダイニングバー,,東京都,東京都杉並区高円寺南4-24-11宝山ビル1F/2F,,0333177799,高円寺駅,https://goo.gl/maps/aMoFGCsLCF6gEHqE6,,true,true,,✖,false,,,,,,,,"35.703648, 139.649115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
チェリー,フレンチ,,東京都,東京都世田谷区松原5-26-15松原パレス1F,,0333218899,東松原駅,https://goo.gl/maps/jqJRYWvRWaEGVKtDA,https://tabelog.com/tokyo/A1318/A131803/13161215/,true,true,,false,false,,,,,https://instagram.com/cherry__peel/?hl=ja,,,"35.662253, 139.653843",,,,,,,,,,,野菜料理盛り合わせ3000円、肉料理盛り合わせ3000円、魚料理盛り合わせ3000円、野菜料理＋肉料理＋魚料理セット8500円、おひとり用盛り合わせ2500円、デザート600円,,,,,,,,,,,,,,,,,,
ハイマウント,ラーメン・つけ麺,スープなし麺,栃木県,栃木県小山市八幡町1-1-18,,000000,小山,"https://maps.google.com/maps?ll=36.310737,139.798588&z=14&t=m&hl=ja&gl=US&mapclient=embed&q=%E3%80%92323-0031%20%E6%A0%83%E6%9C%A8%E7%9C%8C%E5%B0%8F%E5%B1%B1%E5%B8%82%E5%85%AB%E5%B9%A1%E7%94%BA%EF%BC%91%E4%B8%81%E7%9B%AE%EF%BC%91",,true,true,,false,false,,,,,,,,"36.310737,139.798588",,,,,,,,,,,,,,,,,,,https://www.takumen.com/products/1274,,,,,,,,,,
ぱんぷきん,洋食,,東京都,東京都調布市仙川町1-1-5,,0333262944,仙川駅,https://twitter.com/pumpkin198204,https://www.sengawa.com/panpu_sengawa/,true,true,,false,false,,,https://twitter.com/pumpkin198204,,,,,"35.660577, 139.58163",,,,,,,,,,,"洋食屋のオムライス（トマト）1,100円　ハンバーグステーキ ライス付（200g,ブラックペッパーソース）1,200円　ハンバーグステーキ 単品（200g,ブラックペッパーソース）1,100円　自家製カニクリームコロッケ ライス付（200g）1,200円　自家製カニクリーム 単品1,100円",,,,,,,,,,,,,,,,,,
ラーメン武丸,ラーメン・つけ麺,ラーメン,栃木県,栃木県宇都宮市戸祭町2732-1,,000000,宇都宮,"https://maps.google.com/maps?ll=36.575096,139.877886&z=14&t=m&hl=ja&gl=US&mapclient=embed&q=%E3%80%92320-0053%20%E6%A0%83%E6%9C%A8%E7%9C%8C%E5%AE%87%E9%83%BD%E5%AE%AE%E5%B8%82%E6%88%B8%E7%A5%AD%E7%94%BA%EF%BC%92%EF%BC%97%EF%BC%93%EF%BC%92%E2%88%92%EF%BC%91",,true,true,,false,false,,,,,,,,"36.575096,139.877886",,,,,,,,,,,,,,,,,,,https://www.takumen.com/products/806,,,,,,,,,,
バカ増しの里 ジャンクラーメン じおん,ラーメン・つけ麺,ラーメン,福島県,福島県郡山市安積町日出山一本松100-7,,000000,郡山,"https://maps.google.com/maps?ll=37.365716,140.384889&z=14&t=m&hl=ja&gl=US&mapclient=embed&q=%E3%80%92963-0101%20%E7%A6%8F%E5%B3%B6%E7%9C%8C%E9%83%A1%E5%B1%B1%E5%B8%82%E5%AE%89%E7%A9%8D%E7%94%BA%E6%97%A5%E5%87%BA%E5%B1%B1%E4%B8%80%E6%9C%AC%E6%9D%BE%EF%BC%91%EF%BC%90%EF%BC%90%E2%88%92%EF%BC%97",,〇,✖,,true,✖,,,,,,,,"37.365716,140.384889",,,,,,,,,,,,,,,,,,,https://www.takumen.com/products/1213,,,,,,,,,,
発達障害BAR the BRATs,バー,,東京都,東京都渋谷区渋谷２丁目９−１０青山台ビルホーム1,,000000,,https://goo.gl/maps/pHsJZccfgd2LqLfs7,,true,true,,false,false,,,,,,,,"35.6607414,139.707367",,,,,,,,,,,,,,,,,,,,,,READYFOR,コロナウイルスの影響による発達障害バーブラッツへの支援依頼,https://readyfor.jp/projects/Brats,2020/05/22,,,,
サンプルパスタ,フレンチ,,福岡県,福岡市博多区博多駅１－１－１,,000000,博多,,,TRUE,TRUE,✖,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
無鉄砲つけ麺無極,ラーメン・つけ麺,つけ麺,東京都,東京都中野区丸山2-1-1,,0333389998,野方,"https://maps.google.com/maps?ll=35.723035,139.65341&z=14&t=m&hl=ja&gl=US&mapclient=embed&q=%E3%80%92165-0021%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E4%B8%AD%E9%87%8E%E5%8C%BA%E4%B8%B8%E5%B1%B1%EF%BC%92%E4%B8%81%E7%9B%AE%EF%BC%91%E2%88%92%EF%BC%91",,〇,✖,,false,✖,,,,,,,,"35.723035,139.65341",,,,,,,,,,,,,,,,,,,https://www.takumen.com/products/174,,,,,,,,,,
みんなの黄ちゃん,その他,,福岡県,福岡県福岡市中央区警固１丁目３−６警固フラット101,,00000,薬院駅,https://goo.gl/maps/m8MsGr1oQvCn7trQ7,,true,true,,false,false,,,,https://facebook.com/minnanoKochang,https://instagram.com/minnano_kochang/,,,"33.583091, 130.394971",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
インド料理ムンバイ四谷店 + The India Tea House,カレー,,東京都,東京都新宿区四谷１丁目８−６ホリナカビル1-2F,,0333500777,四谷駅,https://goo.gl/maps/W2uKMok6K9H6RYfSA,https://mumbaijapan.com/yotsuya,true,true,,false,false,,,https://twitter.com/mumbai_teahouse,https://instagram.com/indiateahouse/,,,,"35.686605, 139.728214",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
たまりば,居酒屋・ダイニングバー,,東京都,東京都中央区日本橋馬喰町1-12-111F,,000000,馬喰町駅,https://maps.app.goo.gl/GXxAQBSqm3VfJTty9,,true,true,,false,false,,,https://twitter.com/tamariba12?s=09,,,,,"35.694481, 139.784396",,,,,,,,,,,親子丼700円　牛すじカレー700円　そぼろ丼700円　もつ煮込み丼500円　生姜焼き丼500円　豚丼400円,,,,,,,,,,,,,,,,,,
グリルハンター新宿店,洋食,,東京都,東京都新宿区新宿3-34-4第84東京ビルB1F・B2F,,0333514939,新宿駅,https://goo.gl/maps/Jmb7bEi3nWwzAUDS7,,true,true,,false,false,,,,,,,,"35.69029, 139.702663",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VESPERA（ベスペラ）,ベジ・ヴィーガン,,東京都,東京都文京区千駄木3-44-1,,000000,千駄木,https://goo.gl/maps/yAFZegK6Dc8VXZ266,https://vegvespera.wordpress.com/,true,true,,false,false,,,,,https://instagram.com/vespera_tokyo?igshid=18hexki9coqo,,,"35.728674, 139.76376",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linio（リニーオ）,ベジ・ヴィーガン,,東京都,東京都新宿区市谷台町4-1ニシオハイツ1F,,0333538070,曙橋駅,https://goo.gl/maps/VpDHLLHTNweL4Ddm6,https://peraichi.com/landing_pages/view/linio#section-37,true,true,,false,false,,,,https://instagram.com/linio3515/?hl=ja,,,,"35.69311, 139.719753",,,,,,,,,,,"蒸し野菜定食1580円　季節のベジ丼880円　ベジライスバーガー680円　ベジキーマカレー 980円　ベジオムライス1300円　お子さまランチ900円　大地の恵みバーニャカウダ2980円　しっとりおからのポテサラ風500円　季節野菜の発酵アヒージョ1280
円　100%米粉のおもちパン400円　じゃがいものガレット400円　ごろごろ黒豆が入ったベジミートローフ1080円　古代小麦ペンネのペペロンチーノ1300円　古代小麦ペンネのアラビアータ1300円　シェフの気まぐれ野菜リゾット1280円　野菜もりもりベジカレー1500円　misoカカオ・ローブラウニー750円",,,,,,,,,,,,,,,,,,
鯛塩そば灯花,ラーメン・つけ麺,ラーメン,東京都,東京都新宿区舟町12-13石原ビル1階,,0333543303,四谷三丁目,"https://maps.google.com/maps?ll=35.693685,139.720248&z=14&t=m&hl=ja&gl=US&mapclient=embed&cid=11979948880723359657",,true,true,,false,false,,,,,,,,"35.693685,139.720248",,,,,,,,,,,,,,,,,,,https://www.takumen.com/products/611,,,,,,,,,,
ごはんや今日,和食,,東京都,東京都江東区三好１丁目７−１４,,000000,清澄白河駅,https://goo.gl/maps/UrdQnP8FR4EAMEHj9,,true,true,,false,false,,,,,https://instagram.com/gohanya_kyo/,,,"35.680119, 139.799607",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
お肉屋けいすけ三男坊,焼肉,,東京都,東京都渋谷区広尾5-2-25HONGOKUビルB1F,,0334462929,広尾駅,https://goo.gl/maps/J2C3ej4v3B3gv72BA,https://onikuya-keisuke3.com/,true,true,〇,✖,false,,,,https://www.facebook.com/onikuya.keisuke3/,https://instagram.com/onikuya_keisuke3/,,,"35.650256, 139.720258",,,,,,,,,,,けいすけ和牛焼肉弁当 2000円　極上牛タン弁当 2500円　高森和牛を煮込んだ特製カレー 1500円　自家製デミグラスの牛タンシチュー 1500円,https://www.tablecheck.com/shops/keisuke-sannanbou/reserve?utm_source=google,,https://www.ubereats.com/jp/tokyo/food-delivery/%E3%81%8A%E8%82%89%E5%B1%8B-%E3%81%91%E3%81%84%E3%81%99%E3%81%91-%E4%B8%89%E7%94%B7%E5%9D%8A-onikuya-keisuke-sannanbo/S5NEzuI8Spi-vZj2h-ibcw/?utm_source=google&utm_medium=organic&utm_campaign=place-action-link,,,,,,,,,,,,,,,
四谷ふく,和食,,東京都,東京都新宿区四谷4-28-8　パルトビル105,,0333561948,新宿御苑前駅,https://goo.gl/maps/cYi9x4BmwDhP3uMZA,http://www.yotsuya-fuku.com/index.html,true,true,,false,✖,,,,https://facebook.com/%E5%9B%9B%E8%B0%B7%E3%81%B5%E3%81%8F-219873001370732/,,,,"35.688221, 139.715268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
モーモーパラダイス新宿東口店【旧 鍋ぞう】,その他,しゃぶしゃぶ,東京都,東京都新宿区新宿3-28-10ヒューマックスパビリオン新宿東口3F,,0333564129,新宿三丁目駅,https://goo.gl/maps/TmBtQopTGwyos2Wy7,,true,true,,false,false,,,,,,,,"35.691026, 139.702613",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
京紫灯花繚乱,ラーメン・つけ麺,ラーメン,東京都,東京都新宿区四谷4-7小林ビル1F,,0333572221,新宿御苑,"https://maps.google.com/maps?ll=35.687336,139.71644&z=14&t=m&hl=ja&gl=US&mapclient=embed&q=%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA%E5%9B%9B%E8%B0%B74-7%20%E5%B0%8F%E6%9E%97%E3%83%93%E3%83%AB1F",,true,true,,〇,false,,,,,,,,"35.687336,139.71644",,,,,,,,,,,,,,,,,,,https://www.takumen.com/products/978,,,,,,,,,,
ターンテーブル,イタリアン,,東京都,東京都渋谷区神泉町10-3,,0334617722,神泉駅,https://goo.gl/maps/cewzNNfPwgdhzvWL7,http://turntable.jp/,true,true,,false,false,,,,,,,,"35.655189, 139.693004",,,,,,,,,,,"徳島！阿波尾鶏弁当880円(税別)   阿波牛すき焼弁当1000円(税別)   日替わりカレー800円(税別)   旬の徳島野菜をふんだんに使ったフレッシュサラダ500円(税別)
阿波づくし肉盛り全部のせ4500円(税別)
海の幸のトマトパスタ1200円(税別)　阿波牛100%ボロネーゼ1200円(税別)",,,,,,,,,,,,,,,,,,
